sample_id,rel_path,cwe,sanitizer,true_label,condition,variant,hint,run_id,model,prediction,cwe_type,confidence,error
S0061,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,76,
S0066,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,88,
S0074,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,78,
S0094,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-VALIDATION-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,85,
S0097,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__no_sanitizing__cat-interpretation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0106,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_FILTER-VALIDATION-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,90,
S0109,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_preg_match-no_filtering__cat-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,97,
S0115,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__proc_open__func_preg_match-no_filtering__cat-interpretation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0121,raw_sard_php/Injection/CWE_89/safe/CWE_89__GET__func_intval__multiple_AS-sprintf_%u.php,CWE_89,func_intval,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0126,raw_sard_php/Injection/CWE_89/safe/CWE_89__POST__func_preg_match-only_numbers__select_from_where-interpretation.php,CWE_89,func_preg_match-only_numbers,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,92,
S0134,raw_sard_php/Injection/CWE_89/safe/CWE_89__SESSION__object-func_mysql_real_escape_stringGetter__select_from-interpretation_simple_quote.php,CWE_89,object-func_mysql_real_escape_stringGetter,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,78,
S0154,raw_sard_php/Injection/CWE_89/safe/CWE_89__object-indexArray__CAST-cast_int__multiple_select-sprintf_%u.php,CWE_89,CAST-cast_int,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0157,raw_sard_php/Injection/CWE_89/safe/CWE_89__object-indexArray__func_htmlentities__join-interpretation_simple_quote.php,CWE_89,func_htmlentities,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,85,
S0166,raw_sard_php/Injection/CWE_89/safe/CWE_89__proc_open__CAST-cast_int_sort_of__multiple_AS-sprintf_%s_simple_quote.php,CWE_89,CAST-cast_int_sort_of,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,90,
S0169,raw_sard_php/Injection/CWE_89/safe/CWE_89__shell_exec__CAST-func_settype_float__multiple_select-sprintf_%u_simple_quote.php,CWE_89,CAST-func_settype_float,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0175,raw_sard_php/Injection/CWE_89/safe/CWE_89__system__CAST-cast_int__multiple_AS-interpretation.php,CWE_89,CAST-cast_int,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-798,85,
S0181,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__GET__func_FILTER-CLEANING-email_filter__join-concatenation_simple_quote.php,CWE_89,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0186,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__SESSION__func_FILTER-CLEANING-email_filter__join-sprintf_%s_simple_quote.php,CWE_89,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0194,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__array-GET__func_FILTER-CLEANING-full_special_chars_filter__select_from-sprintf_%s_simple_quote.php,CWE_89,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,78,
S0214,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__object-classicGet__func_preg_match-no_filtering__join-concatenation_simple_quote.php,CWE_89,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,98,
S0217,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__object-directGet__func_preg_match-no_filtering__select_from-sprintf_%s_simple_quote.php,CWE_89,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0226,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__popen__func_preg_match-no_filtering__join-sprintf_%s_simple_quote.php,CWE_89,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0229,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__proc_open__func_FILTER-CLEANING-special_chars_filter__select_from-concatenation_simple_quote.php,CWE_89,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0235,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__shell_exec__func_mysql_real_escape_string__select_from_where-concatenation.php,CWE_89,func_mysql_real_escape_string,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0241,raw_sard_php/Injection/CWE_98/safe/CWE_98__GET__CAST-cast_float__include_file_id-concatenation_simple_quote.php,CWE_98,CAST-cast_float,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,90,
S0246,raw_sard_php/Injection/CWE_98/safe/CWE_98__POST__CAST-cast_int_sort_of__include_file_id-sprintf_%d_simple_quote.php,CWE_98,CAST-cast_int_sort_of,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0254,raw_sard_php/Injection/CWE_98/safe/CWE_98__SESSION__func_preg_replace2__require_file_name-interpretation_simple_quote.php,CWE_98,func_preg_replace2,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,78,
S0274,raw_sard_php/Injection/CWE_98/safe/CWE_98__fopen__func_intval__include_file_id-interpretation_simple_quote.php,CWE_98,func_intval,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0277,raw_sard_php/Injection/CWE_98/safe/CWE_98__object-Array__func_preg_replace2__require_file_name-sprintf_%s_simple_quote.php,CWE_98,func_preg_replace2,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,82,
S0286,raw_sard_php/Injection/CWE_98/safe/CWE_98__popen__func_floatval__require_file_id-concatenation_simple_quote.php,CWE_98,func_floatval,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,90,
S0289,raw_sard_php/Injection/CWE_98/safe/CWE_98__shell_exec__func_preg_match-letters_numbers__require_file_name-interpretation_simple_quote.php,CWE_98,func_preg_match-letters_numbers,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,72,
S0295,raw_sard_php/Injection/CWE_98/safe/CWE_98__system__func_mysql_real_escape_string__require_file_id-sprintf_%d_simple_quote.php,CWE_98,func_mysql_real_escape_string,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,82,
S0301,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__GET__func_FILTER-VALIDATION-email_filter__include_file_name-concatenation_simple_quote.php,CWE_98,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,82,
S0306,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__POST__func_FILTER-CLEANING-special_chars_filter__require_file_name-concatenation_simple_quote.php,CWE_98,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,90,
S0314,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__SESSION__no_sanitizing__require_file_id-concatenation_simple_quote.php,CWE_98,no_sanitizing,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0334,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__object-classicGet__func_FILTER-VALIDATION-email_filter__include_file_name-sprintf_%s_simple_quote.php,CWE_98,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,,78,
S0337,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__object-directGet__func_FILTER-CLEANING-full_special_chars_filter__require_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,90,
S0346,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__object-indexArray__no_sanitizing__include_file_id-interpretation_simple_quote.php,CWE_98,no_sanitizing,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0349,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__popen__func_FILTER-CLEANING-special_chars_filter__include_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0355,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__shell_exec__func_FILTER-CLEANING-full_special_chars_filter__include_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0001,raw_sard_php/Injection/CWE_78/safe/CWE_78__GET__func_FILTER-CLEANING-magic_quotes_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-magic_quotes_filter,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0006,raw_sard_php/Injection/CWE_78/safe/CWE_78__SESSION__CAST-cast_float__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_float,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,90,
S0014,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__CAST-cast_int_sort_of2__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_int_sort_of2,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,92,
S0034,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__CAST-cast_int__find_size-sprintf_%s_simple_quote.php,CWE_78,CAST-cast_int,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0037,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__whitelist_using_array__find_size-concatenation_simple_quote.php,CWE_78,whitelist_using_array,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0046,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__CAST-func_settype_float__find_size-interpretation_simple_quote.php,CWE_78,CAST-func_settype_float,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0049,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__func_escapeshellarg__cat-interpretation_simple_quote.php,CWE_78,func_escapeshellarg,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0055,raw_sard_php/Injection/CWE_78/safe/CWE_78__system__func_preg_match-only_letters__ls-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-only_letters,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0061,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,86,
S0066,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,86,
S0074,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,88,
S0094,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-VALIDATION-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,90,
S0097,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__no_sanitizing__cat-interpretation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,99,
S0106,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_FILTER-VALIDATION-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,86,
S0109,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_preg_match-no_filtering__cat-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0115,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__proc_open__func_preg_match-no_filtering__cat-interpretation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0121,raw_sard_php/Injection/CWE_89/safe/CWE_89__GET__func_intval__multiple_AS-sprintf_%u.php,CWE_89,func_intval,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0126,raw_sard_php/Injection/CWE_89/safe/CWE_89__POST__func_preg_match-only_numbers__select_from_where-interpretation.php,CWE_89,func_preg_match-only_numbers,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0134,raw_sard_php/Injection/CWE_89/safe/CWE_89__SESSION__object-func_mysql_real_escape_stringGetter__select_from-interpretation_simple_quote.php,CWE_89,object-func_mysql_real_escape_stringGetter,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,82,
S0154,raw_sard_php/Injection/CWE_89/safe/CWE_89__object-indexArray__CAST-cast_int__multiple_select-sprintf_%u.php,CWE_89,CAST-cast_int,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0157,raw_sard_php/Injection/CWE_89/safe/CWE_89__object-indexArray__func_htmlentities__join-interpretation_simple_quote.php,CWE_89,func_htmlentities,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,90,
S0166,raw_sard_php/Injection/CWE_89/safe/CWE_89__proc_open__CAST-cast_int_sort_of__multiple_AS-sprintf_%s_simple_quote.php,CWE_89,CAST-cast_int_sort_of,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0169,raw_sard_php/Injection/CWE_89/safe/CWE_89__shell_exec__CAST-func_settype_float__multiple_select-sprintf_%u_simple_quote.php,CWE_89,CAST-func_settype_float,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0175,raw_sard_php/Injection/CWE_89/safe/CWE_89__system__CAST-cast_int__multiple_AS-interpretation.php,CWE_89,CAST-cast_int,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0181,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__GET__func_FILTER-CLEANING-email_filter__join-concatenation_simple_quote.php,CWE_89,func_FILTER-CLEANING-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0186,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__SESSION__func_FILTER-CLEANING-email_filter__join-sprintf_%s_simple_quote.php,CWE_89,func_FILTER-CLEANING-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0194,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__array-GET__func_FILTER-CLEANING-full_special_chars_filter__select_from-sprintf_%s_simple_quote.php,CWE_89,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,85,
S0214,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__object-classicGet__func_preg_match-no_filtering__join-concatenation_simple_quote.php,CWE_89,func_preg_match-no_filtering,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,99,
S0217,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__object-directGet__func_preg_match-no_filtering__select_from-sprintf_%s_simple_quote.php,CWE_89,func_preg_match-no_filtering,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,98,
S0226,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__popen__func_preg_match-no_filtering__join-sprintf_%s_simple_quote.php,CWE_89,func_preg_match-no_filtering,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0229,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__proc_open__func_FILTER-CLEANING-special_chars_filter__select_from-concatenation_simple_quote.php,CWE_89,func_FILTER-CLEANING-special_chars_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0235,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__shell_exec__func_mysql_real_escape_string__select_from_where-concatenation.php,CWE_89,func_mysql_real_escape_string,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0241,raw_sard_php/Injection/CWE_98/safe/CWE_98__GET__CAST-cast_float__include_file_id-concatenation_simple_quote.php,CWE_98,CAST-cast_float,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,90,
S0246,raw_sard_php/Injection/CWE_98/safe/CWE_98__POST__CAST-cast_int_sort_of__include_file_id-sprintf_%d_simple_quote.php,CWE_98,CAST-cast_int_sort_of,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,92,
S0254,raw_sard_php/Injection/CWE_98/safe/CWE_98__SESSION__func_preg_replace2__require_file_name-interpretation_simple_quote.php,CWE_98,func_preg_replace2,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,82,
S0274,raw_sard_php/Injection/CWE_98/safe/CWE_98__fopen__func_intval__include_file_id-interpretation_simple_quote.php,CWE_98,func_intval,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0277,raw_sard_php/Injection/CWE_98/safe/CWE_98__object-Array__func_preg_replace2__require_file_name-sprintf_%s_simple_quote.php,CWE_98,func_preg_replace2,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,78,
S0286,raw_sard_php/Injection/CWE_98/safe/CWE_98__popen__func_floatval__require_file_id-concatenation_simple_quote.php,CWE_98,func_floatval,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0289,raw_sard_php/Injection/CWE_98/safe/CWE_98__shell_exec__func_preg_match-letters_numbers__require_file_name-interpretation_simple_quote.php,CWE_98,func_preg_match-letters_numbers,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,78,
S0295,raw_sard_php/Injection/CWE_98/safe/CWE_98__system__func_mysql_real_escape_string__require_file_id-sprintf_%d_simple_quote.php,CWE_98,func_mysql_real_escape_string,Safe,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,95,
S0301,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__GET__func_FILTER-VALIDATION-email_filter__include_file_name-concatenation_simple_quote.php,CWE_98,func_FILTER-VALIDATION-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,88,
S0306,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__POST__func_FILTER-CLEANING-special_chars_filter__require_file_name-concatenation_simple_quote.php,CWE_98,func_FILTER-CLEANING-special_chars_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,90,
S0314,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__SESSION__no_sanitizing__require_file_id-concatenation_simple_quote.php,CWE_98,no_sanitizing,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0334,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__object-classicGet__func_FILTER-VALIDATION-email_filter__include_file_name-sprintf_%s_simple_quote.php,CWE_98,func_FILTER-VALIDATION-email_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Safe,,85,
S0337,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__object-directGet__func_FILTER-CLEANING-full_special_chars_filter__require_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,92,
S0346,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__object-indexArray__no_sanitizing__include_file_id-interpretation_simple_quote.php,CWE_98,no_sanitizing,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0349,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__popen__func_FILTER-CLEANING-special_chars_filter__include_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-special_chars_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,92,
S0355,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__shell_exec__func_FILTER-CLEANING-full_special_chars_filter__include_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,E_clean,E,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,93,
S0001,raw_sard_php/Injection/CWE_78/safe/CWE_78__GET__func_FILTER-CLEANING-magic_quotes_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-magic_quotes_filter,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0006,raw_sard_php/Injection/CWE_78/safe/CWE_78__SESSION__CAST-cast_float__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_float,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,95,
S0014,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__CAST-cast_int_sort_of2__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_int_sort_of2,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,95,
S0034,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__CAST-cast_int__find_size-sprintf_%s_simple_quote.php,CWE_78,CAST-cast_int,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,95,
S0037,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__whitelist_using_array__find_size-concatenation_simple_quote.php,CWE_78,whitelist_using_array,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,95,
S0046,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__CAST-func_settype_float__find_size-interpretation_simple_quote.php,CWE_78,CAST-func_settype_float,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,95,
S0049,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__func_escapeshellarg__cat-interpretation_simple_quote.php,CWE_78,func_escapeshellarg,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0055,raw_sard_php/Injection/CWE_78/safe/CWE_78__system__func_preg_match-only_letters__ls-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-only_letters,Safe,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,90,
S0061,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,72,
S0066,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,78,
S0074,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,85,
S0094,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-VALIDATION-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Safe,,82,
S0097,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__no_sanitizing__cat-interpretation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0106,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_FILTER-VALIDATION-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Vulnerable,CWE-78,90,
S0109,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_preg_match-no_filtering__cat-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0115,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__proc_open__func_preg_match-no_filtering__cat-interpretation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,3,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
